state_code,lat,lon,bird,lat_zone
NY,42.25,-76.74,Eastern Bluebird,middle
MS,31.05,-88.82,Northern Mockingbird,middle
UT,37.33,-111.37,California Gull,middle
WI,45.62,-92.48,American Robin,middle
FL,30.19,-82.65,Northern Mockingbird,middle
MN,45.4,-95.6,Common Loon,middle
KS,37.43,-95.67,Western Meadowlark,middle
NH,45.0,-71.22,Purple Finch,middle
AZ,34.1,-113.76,Cactus Wren,middle
OH,41.54,-83.02,Northern Cardinal,middle
OR,44.3,-117.45,Western Meadowlark,middle
IN,38.4,-87.36,Northern Cardinal,middle
AZ,32.84,-111.1,Cactus Wren,middle
AZ,35.13,-114.28,Cactus Wren,middle
TN,35.96,-88.44,Northern Mockingbird,middle
ND,48.98,-99.02,Western Meadowlark,middle
CA,38.83,-120.67,California Quail,middle
VT,44.53,-72.21,Hermit Thrush,middle
VA,38.02,-78.96,Northern Cardinal,middle
DC,38.97,-77.02,Not Recorded,middle
NH,42.82,-71.88,Purple Finch,middle
CA,36.49,-118.15,California Quail,middle
CT,41.77,-72.75,American Robin,middle
AK,53.24,-167.67,Willow Ptarmigan,middle
MN,46.77,-92.65,Common Loon,middle
AR,34.97,-94.17,Northern Mockingbird,middle
AZ,36.13,-110.06,Cactus Wren,middle
NM,32.83,-106.07,Greater Roadrunner,middle
MN,46.54,-95.23,Common Loon,middle
AR,36.02,-90.62,Northern Mockingbird,middle
AR,33.89,-94.0,Northern Mockingbird,middle
VA,37.9,-75.7,Northern Cardinal,middle
DE,38.68,-75.67,Delaware Blue Hen,middle
NY,42.7,-77.8,Eastern Bluebird,middle
MS,33.49,-89.67,Northern Mockingbird,middle
GA,33.43,-83.4,Brown Thrasher,middle
MT,47.13,-105.91,Western Meadowlark,middle
MA,42.24,-70.99,Black-capped Chickadee,middle
SC,35.11,-81.05,Carolina Wren,middle
VA,38.72,-77.74,Northern Cardinal,middle
MO,38.29,-93.26,Eastern Bluebird,middle
RI,41.93,-71.63,Rhode Island Red,middle
IL,40.86,-90.48,Northern Cardinal,middle
MS,32.99,-89.22,Northern Mockingbird,middle
WA,47.1,-119.95,Willow Goldfinch,middle
ME,44.71,-67.32,Chickadee,middle
ME,44.79,-68.12,Chickadee,middle
CA,37.55,-119.03,California Quail,middle
MS,33.24,-90.55,Northern Mockingbird,middle
NJ,39.85,-74.2,Eastern Goldfinch,middle
AL,32.93,-85.62,Yellowhammer,middle
HI,21.15,-157.27,Hawaiian Nene,low
MO,37.47,-94.4,Eastern Bluebird,middle
AR,36.2,-92.72,Northern Mockingbird,middle
AK,65.05,-154.93,Willow Ptarmigan,high
UT,41.49,-112.04,California Gull,middle
TX,34.4,-102.75,Northern Mockingbird,middle
VA,36.84,-77.77,Northern Cardinal,middle
IN,39.09,-85.37,Northern Cardinal,middle
UT,37.25,-112.57,California Gull,middle
NV,39.91,-117.03,Mountain Bluebird,middle
MT,48.15,-111.39,Western Meadowlark,middle
VA,37.76,-79.83,Northern Cardinal,middle
MA,42.64,-73.06,Black-capped Chickadee,middle
MT,47.39,-114.62,Western Meadowlark,middle
VT,44.59,-72.77,Hermit Thrush,middle
NY,42.68,-78.21,Eastern Bluebird,middle
WY,43.77,-104.31,Western Meadowlark,middle
CA,32.8,-115.07,California Quail,middle
VA,36.73,-80.13,Northern Cardinal,middle
FL,25.47,-81.12,Northern Mockingbird,low
NY,44.09,-75.29,Eastern Bluebird,middle
SD,44.36,-100.55,Ring-necked Pheasant,middle
OH,40.56,-81.51,Northern Cardinal,middle
LA,32.07,-92.03,Brown Pelican,middle
CO,39.6,-102.62,Lark Bunting,middle
NY,42.56,-74.63,Eastern Bluebird,middle
NC,35.44,-78.01,Northern Cardinal,middle
CO,40.61,-104.03,Lark Bunting,middle
NE,40.48,-101.37,Western Meadowlark,middle
IL,39.85,-90.26,Northern Cardinal,middle
NE,42.62,-100.86,Western Meadowlark,middle
PA,41.51,-75.45,Northern Cardinal,middle
NC,36.0,-82.28,Northern Cardinal,middle
ND,48.38,-103.62,Western Meadowlark,middle
MT,45.63,-108.43,Western Meadowlark,middle
CA,32.75,-114.86,California Quail,middle
NH,43.2,-72.38,Purple Finch,middle
NY,43.17,-77.18,Eastern Bluebird,middle
ND,46.48,-103.96,Western Meadowlark,middle
TX,29.35,-95.02,Northern Mockingbird,low
WV,39.21,-79.05,Northern Cardinal,middle
ND,48.48,-103.74,Western Meadowlark,middle
AL,33.34,-87.24,Yellowhammer,middle
AR,35.07,-93.93,Northern Mockingbird,middle
VT,44.9,-73.01,Hermit Thrush,middle
AK,62.56,-142.1,Willow Ptarmigan,high
LA,32.26,-91.1,Brown Pelican,middle
NC,34.97,-80.44,Northern Cardinal,middle
PA,40.9,-79.33,Northern Cardinal,middle
AK,61.5,-154.12,Willow Ptarmigan,high
AR,35.2,-90.14,Northern Mockingbird,middle
NC,36.38,-79.47,Northern Cardinal,middle
CT,41.53,-73.32,American Robin,middle
OH,41.53,-82.9,Northern Cardinal,middle
UT,41.25,-112.95,California Gull,middle
ME,45.42,-70.45,Chickadee,middle
OK,35.12,-98.46,Scissor-tailed Flycatcher,middle
WI,45.77,-92.4,American Robin,middle
PA,40.54,-79.34,Northern Cardinal,middle
KS,38.75,-97.66,Western Meadowlark,middle
NY,42.99,-73.36,Eastern Bluebird,middle
UT,37.71,-113.05,California Gull,middle
AK,60.6,-158.49,Willow Ptarmigan,high
HI,19.61,-155.7,Hawaiian Nene,low
WI,46.4,-91.09,American Robin,middle
ND,47.2,-99.25,Western Meadowlark,middle
NE,40.28,-99.94,Western Meadowlark,middle
IA,41.22,-92.37,Eastern Goldfinch,middle
KY,38.36,-85.0,Northern Cardinal,middle
TN,35.66,-89.51,Northern Mockingbird,middle
MI,42.82,-82.83,American Robin,middle
FL,29.06,-82.64,Northern Mockingbird,low
AK,69.39,-149.01,Willow Ptarmigan,high
FL,25.94,-80.56,Northern Mockingbird,low
MT,44.82,-111.27,Western Meadowlark,middle
MS,32.02,-89.39,Northern Mockingbird,middle
IA,42.62,-91.87,Eastern Goldfinch,middle
AZ,36.96,-111.21,Cactus Wren,middle
AR,34.08,-91.51,Northern Mockingbird,middle
MS,34.27,-89.52,Northern Mockingbird,middle
OR,42.43,-120.65,Western Meadowlark,middle
UT,38.18,-111.58,California Gull,middle
MN,44.94,-95.01,Common Loon,middle
MT,47.87,-107.9,Western Meadowlark,middle
WA,46.01,-119.51,Willow Goldfinch,middle
LA,30.06,-92.31,Brown Pelican,middle
NE,42.68,-99.3,Western Meadowlark,middle
WV,39.99,-80.62,Northern Cardinal,middle
MT,48.54,-107.86,Western Meadowlark,middle
VT,42.78,-73.1,Hermit Thrush,middle
OR,42.95,-119.66,Western Meadowlark,middle
TX,31.58,-105.45,Northern Mockingbird,middle
NY,44.34,-75.31,Eastern Bluebird,middle
AR,35.84,-90.55,Northern Mockingbird,middle
OK,35.94,-96.05,Scissor-tailed Flycatcher,middle
WY,43.57,-110.2,Western Meadowlark,middle
SD,45.92,-97.61,Ring-necked Pheasant,middle
MD,39.24,-76.84,Baltimore Oriole,middle
WA,48.21,-121.05,Willow Goldfinch,middle
WI,45.91,-92.13,American Robin,middle
VA,37.67,-78.58,Northern Cardinal,middle
MI,46.68,-89.78,American Robin,middle
WI,45.39,-89.66,American Robin,middle
HI,21.38,-157.94,Hawaiian Nene,low
GA,33.59,-82.49,Brown Thrasher,middle
TN,35.77,-87.51,Northern Mockingbird,middle
ME,46.07,-70.01,Chickadee,middle
NE,42.8,-100.41,Western Meadowlark,middle
IN,39.4,-87.51,Northern Cardinal,middle
TX,29.28,-96.74,Northern Mockingbird,low
NE,41.93,-96.69,Western Meadowlark,middle
IL,41.17,-90.84,Northern Cardinal,middle
WA,46.94,-121.4,Willow Goldfinch,middle
VA,37.06,-78.39,Northern Cardinal,middle
MI,46.62,-85.72,American Robin,middle
NM,31.7,-108.61,Greater Roadrunner,middle
FL,30.46,-86.77,Northern Mockingbird,middle
CA,40.05,-120.41,California Quail,middle
OK,36.68,-96.74,Scissor-tailed Flycatcher,middle
IA,41.94,-94.35,Eastern Goldfinch,middle
OR,42.2,-121.6,Western Meadowlark,middle
KS,37.32,-100.65,Western Meadowlark,middle
AL,30.95,-88.27,Yellowhammer,middle
CT,41.45,-71.95,American Robin,middle
FL,25.53,-80.82,Northern Mockingbird,low
SC,34.27,-79.08,Carolina Wren,middle
OK,34.71,-97.02,Scissor-tailed Flycatcher,middle
KS,38.33,-99.35,Western Meadowlark,middle
PA,40.67,-75.41,Northern Cardinal,middle
OH,39.67,-83.71,Northern Cardinal,middle
UT,40.02,-111.81,California Gull,middle
NH,43.24,-71.36,Purple Finch,middle
NJ,39.73,-75.15,Eastern Goldfinch,middle
PA,41.85,-79.34,Northern Cardinal,middle
NC,35.4,-80.39,Northern Cardinal,middle
CA,35.32,-119.88,California Quail,middle
CO,37.0,-105.57,Lark Bunting,middle
NH,43.88,-72.06,Purple Finch,middle
IA,42.67,-95.27,Eastern Goldfinch,middle
GA,33.13,-83.18,Brown Thrasher,middle
DC,38.9,-77.06,Not Recorded,middle
AZ,35.51,-109.85,Cactus Wren,middle
HI,19.42,-155.78,Hawaiian Nene,low
MA,42.54,-71.35,Black-capped Chickadee,middle
RI,42.0,-71.77,Rhode Island Red,middle
AR,34.51,-90.66,Northern Mockingbird,middle
MN,46.22,-95.39,Common Loon,middle
MS,33.41,-88.75,Northern Mockingbird,middle
DC,38.83,-77.03,Not Recorded,middle
ME,47.04,-69.62,Chickadee,middle
LA,32.7,-93.61,Brown Pelican,middle
CO,38.31,-107.69,Lark Bunting,middle
AZ,36.24,-110.34,Cactus Wren,middle
KS,37.56,-97.52,Western Meadowlark,middle
WV,38.33,-80.6,Northern Cardinal,middle
NY,42.97,-77.54,Eastern Bluebird,middle
NE,40.81,-99.98,Western Meadowlark,middle
LA,31.2,-93.06,Brown Pelican,middle
NC,35.63,-82.49,Northern Cardinal,middle
GA,32.67,-83.87,Brown Thrasher,middle
NH,42.78,-72.03,Purple Finch,middle
PA,41.92,-79.76,Northern Cardinal,middle
WY,43.98,-107.35,Western Meadowlark,middle
UT,38.12,-111.08,California Gull,middle
RI,41.49,-71.62,Rhode Island Red,middle
NE,41.1,-102.36,Western Meadowlark,middle
IN,38.41,-87.62,Northern Cardinal,middle
GA,34.49,-84.17,Brown Thrasher,middle
NH,43.42,-72.17,Purple Finch,middle
NC,35.46,-79.16,Northern Cardinal,middle
MI,43.74,-85.22,American Robin,middle
IA,43.27,-96.33,Eastern Goldfinch,middle
HI,19.43,-155.84,Hawaiian Nene,low
TX,28.49,-99.42,Northern Mockingbird,low
DC,38.89,-77.06,Not Recorded,middle
FL,30.09,-81.56,Northern Mockingbird,middle
WA,47.71,-122.13,Willow Goldfinch,middle
MN,48.05,-96.25,Common Loon,middle
NC,35.21,-78.19,Northern Cardinal,middle
KS,37.9,-98.66,Western Meadowlark,middle
FL,26.71,-81.16,Northern Mockingbird,low
VT,43.43,-72.82,Hermit Thrush,middle
NM,36.36,-104.7,Greater Roadrunner,middle
SC,34.08,-79.08,Carolina Wren,middle
MT,48.03,-110.16,Western Meadowlark,middle
WV,37.64,-81.41,Northern Cardinal,middle
MO,36.7,-90.67,Eastern Bluebird,middle
WV,37.98,-80.95,Northern Cardinal,middle
MA,41.66,-71.09,Black-capped Chickadee,middle
NV,38.33,-117.9,Mountain Bluebird,middle
GA,31.61,-84.57,Brown Thrasher,middle
LA,31.51,-92.07,Brown Pelican,middle
NM,35.77,-105.55,Greater Roadrunner,middle
MN,47.6,-92.43,Common Loon,middle
ME,45.84,-70.28,Chickadee,middle
SC,34.55,-81.88,Carolina Wren,middle
AK,70.54,-153.34,Willow Ptarmigan,high
TX,30.37,-100.13,Northern Mockingbird,middle
LA,30.7,-93.37,Brown Pelican,middle
OH,41.42,-82.31,Northern Cardinal,middle
WI,42.59,-87.93,American Robin,middle
IN,41.53,-85.56,Northern Cardinal,middle
MO,37.16,-92.03,Eastern Bluebird,middle
NH,44.02,-71.35,Purple Finch,middle
DE,38.61,-75.35,Delaware Blue Hen,middle
IL,41.31,-90.68,Northern Cardinal,middle
KS,37.8,-94.98,Western Meadowlark,middle
SC,33.04,-81.02,Carolina Wren,middle
AK,67.82,-141.48,Willow Ptarmigan,high
UT,37.66,-110.66,California Gull,middle
TN,35.13,-86.16,Northern Mockingbird,middle
DC,38.98,-77.05,Not Recorded,middle
PA,40.0,-78.63,Northern Cardinal,middle
TX,33.56,-99.14,Northern Mockingbird,middle
AL,31.13,-87.79,Yellowhammer,middle
NV,41.85,-119.77,Mountain Bluebird,middle
AK,63.68,-143.12,Willow Ptarmigan,high
SC,34.68,-79.78,Carolina Wren,middle
PA,39.73,-76.13,Northern Cardinal,middle
ND,47.07,-97.05,Western Meadowlark,middle
VT,42.88,-72.88,Hermit Thrush,middle
KS,38.04,-97.93,Western Meadowlark,middle
RI,41.39,-71.69,Rhode Island Red,middle
HI,19.53,-155.45,Hawaiian Nene,low
NC,35.38,-76.9,Northern Cardinal,middle
ND,47.23,-103.94,Western Meadowlark,middle
FL,26.47,-80.68,Northern Mockingbird,low
SC,34.23,-79.65,Carolina Wren,middle
NE,41.1,-101.93,Western Meadowlark,middle
WY,42.89,-111.0,Western Meadowlark,middle
CT,41.83,-72.65,American Robin,middle
FL,29.98,-82.63,Northern Mockingbird,low
TN,36.27,-88.95,Northern Mockingbird,middle
KS,37.47,-95.07,Western Meadowlark,middle
CT,41.43,-72.21,American Robin,middle
AK,64.18,-157.35,Willow Ptarmigan,high
IL,39.2,-90.49,Northern Cardinal,middle
IN,38.85,-86.18,Northern Cardinal,middle
NM,31.95,-107.22,Greater Roadrunner,middle
OR,44.11,-120.32,Western Meadowlark,middle
AZ,33.97,-110.48,Cactus Wren,middle
MS,32.24,-89.48,Northern Mockingbird,middle
OR,45.16,-119.12,Western Meadowlark,middle
KS,39.08,-99.54,Western Meadowlark,middle
VA,36.71,-78.37,Northern Cardinal,middle
MD,38.78,-76.7,Baltimore Oriole,middle
NE,41.28,-97.97,Western Meadowlark,middle
ID,42.85,-115.44,Mountain Bluebird,middle
OK,35.14,-94.62,Scissor-tailed Flycatcher,middle
ME,44.04,-70.14,Chickadee,middle
TN,35.54,-89.02,Northern Mockingbird,middle
NM,34.46,-105.2,Greater Roadrunner,middle
NM,32.16,-103.59,Greater Roadrunner,middle
GA,34.62,-85.23,Brown Thrasher,middle
OR,44.81,-117.46,Western Meadowlark,middle
SC,34.74,-80.46,Carolina Wren,middle
AK,58.89,-156.71,Willow Ptarmigan,middle
MO,38.19,-90.88,Eastern Bluebird,middle
ME,46.07,-69.17,Chickadee,middle
MS,34.62,-90.58,Northern Mockingbird,middle
MD,39.69,-76.64,Baltimore Oriole,middle
CA,39.51,-120.41,California Quail,middle
TN,35.29,-88.53,Northern Mockingbird,middle
MO,38.48,-92.01,Eastern Bluebird,middle
LA,31.75,-92.69,Brown Pelican,middle
FL,26.73,-81.09,Northern Mockingbird,low
OH,39.76,-83.27,Northern Cardinal,middle
OR,43.71,-120.29,Western Meadowlark,middle
IL,40.5,-89.38,Northern Cardinal,middle
AK,65.38,-163.44,Willow Ptarmigan,high
KS,37.46,-101.74,Western Meadowlark,middle
LA,32.92,-93.99,Brown Pelican,middle
MD,38.36,-75.27,Baltimore Oriole,middle
WV,40.0,-80.58,Northern Cardinal,middle
OK,35.98,-96.41,Scissor-tailed Flycatcher,middle
MA,42.48,-71.92,Black-capped Chickadee,middle
TN,36.19,-88.19,Northern Mockingbird,middle
OR,45.64,-117.77,Western Meadowlark,middle
MN,44.53,-96.19,Common Loon,middle
CO,39.56,-104.01,Lark Bunting,middle
VT,44.54,-72.21,Hermit Thrush,middle
AZ,35.26,-111.61,Cactus Wren,middle
NE,41.32,-96.16,Western Meadowlark,middle
PA,40.87,-80.32,Northern Cardinal,middle
PA,40.83,-75.49,Northern Cardinal,middle
NE,42.78,-98.64,Western Meadowlark,middle
NM,36.2,-103.04,Greater Roadrunner,middle
OH,40.78,-82.64,Northern Cardinal,middle
NM,32.98,-104.04,Greater Roadrunner,middle
OR,43.57,-121.99,Western Meadowlark,middle
UT,40.79,-110.76,California Gull,middle
NC,36.07,-82.06,Northern Cardinal,middle
PA,41.11,-80.0,Northern Cardinal,middle
MD,39.3,-76.04,Baltimore Oriole,middle
NJ,40.21,-74.76,Eastern Goldfinch,middle
TX,30.81,-95.21,Northern Mockingbird,middle
AR,33.98,-91.17,Northern Mockingbird,middle
SC,33.9,-78.99,Carolina Wren,middle
VA,37.26,-82.25,Northern Cardinal,middle
ME,44.36,-70.55,Chickadee,middle
MN,44.18,-93.56,Common Loon,middle
KY,37.8,-82.48,Northern Cardinal,middle
KY,38.87,-84.76,Northern Cardinal,middle
IL,38.05,-89.21,Northern Cardinal,middle
ME,45.82,-69.44,Chickadee,middle
NE,41.54,-100.98,Western Meadowlark,middle
RI,41.75,-71.41,Rhode Island Red,middle
OH,39.34,-84.29,Northern Cardinal,middle
NH,43.25,-70.97,Purple Finch,middle
WY,44.72,-106.49,Western Meadowlark,middle
OK,34.22,-96.33,Scissor-tailed Flycatcher,middle
VA,37.76,-78.51,Northern Cardinal,middle
NM,31.67,-108.98,Greater Roadrunner,middle
NJ,39.91,-74.71,Eastern Goldfinch,middle
SC,33.51,-80.85,Carolina Wren,middle
TN,35.88,-87.58,Northern Mockingbird,middle
MS,32.87,-89.52,Northern Mockingbird,middle
NY,42.48,-77.55,Eastern Bluebird,middle
OK,33.89,-96.43,Scissor-tailed Flycatcher,middle
CA,41.92,-122.45,California Quail,middle
NV,36.06,-115.22,Mountain Bluebird,middle
IL,41.35,-90.51,Northern Cardinal,middle
CT,41.43,-72.99,American Robin,middle
OH,41.04,-82.8,Northern Cardinal,middle
SD,45.67,-104.0,Ring-necked Pheasant,middle
MI,42.26,-85.32,American Robin,middle
UT,41.92,-113.77,California Gull,middle
NE,40.58,-99.46,Western Meadowlark,middle
WV,38.66,-81.89,Northern Cardinal,middle
OK,34.5,-97.45,Scissor-tailed Flycatcher,middle
DE,38.69,-75.31,Delaware Blue Hen,middle
MI,43.88,-84.81,American Robin,middle
RI,41.85,-71.79,Rhode Island Red,middle
OH,41.49,-81.87,Northern Cardinal,middle
IL,42.33,-87.93,Northern Cardinal,middle
SD,42.67,-96.78,Ring-necked Pheasant,middle
VA,38.6,-77.27,Northern Cardinal,middle
TN,35.22,-88.71,Northern Mockingbird,middle
NE,41.55,-99.34,Western Meadowlark,middle
OK,35.63,-98.2,Scissor-tailed Flycatcher,middle
ME,44.77,-69.65,Chickadee,middle
WA,47.91,-118.17,Willow Goldfinch,middle
VA,38.09,-79.13,Northern Cardinal,middle
NJ,39.77,-74.64,Eastern Goldfinch,middle
OH,40.06,-83.29,Northern Cardinal,middle
WA,48.11,-123.76,Willow Goldfinch,middle
SD,44.41,-101.67,Ring-necked Pheasant,middle
ME,46.13,-69.03,Chickadee,middle
OH,40.53,-84.6,Northern Cardinal,middle
MD,38.57,-76.97,Baltimore Oriole,middle
AK,70.42,-150.97,Willow Ptarmigan,high
OR,43.25,-122.69,Western Meadowlark,middle
MS,32.63,-89.67,Northern Mockingbird,middle
WV,39.62,-79.9,Northern Cardinal,middle
SD,45.62,-101.59,Ring-necked Pheasant,middle
DC,38.83,-77.0,Not Recorded,middle
NC,35.39,-78.73,Northern Cardinal,middle
ME,44.99,-67.99,Chickadee,middle
SC,34.69,-83.29,Carolina Wren,middle
MD,38.21,-76.39,Baltimore Oriole,middle
MI,43.35,-84.95,American Robin,middle
OK,36.82,-98.16,Scissor-tailed Flycatcher,middle
MO,38.48,-90.69,Eastern Bluebird,middle
MN,45.21,-96.26,Common Loon,middle
ND,46.46,-98.31,Western Meadowlark,middle
MS,33.63,-89.4,Northern Mockingbird,middle
MI,46.46,-86.05,American Robin,middle
NY,44.38,-75.78,Eastern Bluebird,middle
TX,33.13,-101.74,Northern Mockingbird,middle
AK,64.26,-146.82,Willow Ptarmigan,high
PA,41.32,-79.49,Northern Cardinal,middle
KS,38.79,-95.6,Western Meadowlark,middle
PA,40.52,-79.4,Northern Cardinal,middle
TX,35.08,-102.02,Northern Mockingbird,middle
CA,37.09,-118.35,California Quail,middle
NY,42.55,-76.27,Eastern Bluebird,middle
NC,34.72,-78.9,Northern Cardinal,middle
MD,39.1,-76.58,Baltimore Oriole,middle
ND,46.42,-98.45,Western Meadowlark,middle
IL,39.5,-90.65,Northern Cardinal,middle
AZ,35.85,-113.84,Cactus Wren,middle
OH,39.35,-81.97,Northern Cardinal,middle
UT,40.1,-110.41,California Gull,middle
RI,41.99,-71.63,Rhode Island Red,middle
CA,33.1,-116.21,California Quail,middle
CA,41.45,-120.0,California Quail,middle
CT,41.85,-71.94,American Robin,middle
KY,37.51,-87.98,Northern Cardinal,middle
OK,36.64,-97.79,Scissor-tailed Flycatcher,middle
MN,46.36,-92.43,Common Loon,middle
LA,31.03,-92.76,Brown Pelican,middle
IN,41.52,-84.84,Northern Cardinal,middle
MD,39.58,-76.39,Baltimore Oriole,middle
WV,37.63,-81.03,Northern Cardinal,middle
AZ,34.6,-114.11,Cactus Wren,middle
CO,38.55,-108.26,Lark Bunting,middle
OK,35.81,-96.06,Scissor-tailed Flycatcher,middle
CA,32.58,-116.71,California Quail,middle
NM,35.73,-108.86,Greater Roadrunner,middle
WY,42.91,-109.96,Western Meadowlark,middle
WA,47.53,-120.24,Willow Goldfinch,middle
WV,38.56,-80.73,Northern Cardinal,middle
HI,20.04,-155.46,Hawaiian Nene,low
OK,34.79,-99.69,Scissor-tailed Flycatcher,middle
AL,31.05,-85.08,Yellowhammer,middle
NV,41.96,-115.86,Mountain Bluebird,middle
CA,36.42,-120.46,California Quail,middle
WA,46.71,-117.99,Willow Goldfinch,middle
OH,39.11,-83.98,Northern Cardinal,middle
IN,41.46,-86.9,Northern Cardinal,middle
GA,31.96,-83.91,Brown Thrasher,middle
NV,40.26,-118.57,Mountain Bluebird,middle
ND,48.47,-99.04,Western Meadowlark,middle
OR,44.07,-123.76,Western Meadowlark,middle
WA,47.56,-120.72,Willow Goldfinch,middle
MI,43.79,-85.06,American Robin,middle
AL,34.65,-86.01,Yellowhammer,middle
IA,42.05,-95.24,Eastern Goldfinch,middle
LA,30.22,-93.12,Brown Pelican,middle
WV,38.88,-81.8,Northern Cardinal,middle
MD,39.58,-75.8,Baltimore Oriole,middle
NM,34.68,-106.04,Greater Roadrunner,middle
CO,40.32,-108.06,Lark Bunting,middle
TX,30.29,-99.58,Northern Mockingbird,middle
SC,33.95,-79.03,Carolina Wren,middle
KS,38.43,-101.58,Western Meadowlark,middle
NJ,40.57,-74.63,Eastern Goldfinch,middle
CT,41.21,-73.16,American Robin,middle
WY,44.65,-105.64,Western Meadowlark,middle
NY,42.87,-78.26,Eastern Bluebird,middle
VT,45.0,-72.76,Hermit Thrush,middle
ND,47.46,-98.77,Western Meadowlark,middle
WY,44.94,-106.96,Western Meadowlark,middle
FL,27.42,-80.34,Northern Mockingbird,low
NJ,40.22,-74.39,Eastern Goldfinch,middle
KS,38.22,-95.86,Western Meadowlark,middle
MO,36.95,-91.86,Eastern Bluebird,middle
MT,48.67,-106.42,Western Meadowlark,middle
ID,44.47,-111.57,Mountain Bluebird,middle
UT,39.9,-112.83,California Gull,middle
GA,32.99,-82.04,Brown Thrasher,middle
OK,33.99,-95.12,Scissor-tailed Flycatcher,middle
SC,34.39,-79.55,Carolina Wren,middle
AZ,33.82,-112.87,Cactus Wren,middle
MT,46.95,-113.48,Western Meadowlark,middle
WA,46.25,-120.63,Willow Goldfinch,middle
WI,44.46,-88.74,American Robin,middle
ME,44.98,-68.91,Chickadee,middle
MA,42.5,-71.02,Black-capped Chickadee,middle
MA,42.15,-71.31,Black-capped Chickadee,middle
NY,43.7,-75.16,Eastern Bluebird,middle
IL,39.25,-89.05,Northern Cardinal,middle
SD,44.06,-99.17,Ring-necked Pheasant,middle
IN,40.51,-86.45,Northern Cardinal,middle
WV,38.34,-80.97,Northern Cardinal,middle
VA,37.1,-80.27,Northern Cardinal,middle
NV,41.38,-115.47,Mountain Bluebird,middle
GA,32.38,-84.17,Brown Thrasher,middle
HI,19.44,-155.45,Hawaiian Nene,low
ND,46.54,-102.89,Western Meadowlark,middle
WA,47.83,-122.27,Willow Goldfinch,middle
AK,65.78,-164.99,Willow Ptarmigan,high
ND,47.75,-102.01,Western Meadowlark,middle
NJ,40.36,-74.84,Eastern Goldfinch,middle
VA,38.58,-78.98,Northern Cardinal,middle
KY,37.71,-83.45,Northern Cardinal,middle
MS,30.75,-89.18,Northern Mockingbird,middle
NM,34.23,-106.43,Greater Roadrunner,middle
AK,68.27,-147.29,Willow Ptarmigan,high
UT,38.82,-111.87,California Gull,middle
ND,46.28,-99.64,Western Meadowlark,middle
MT,46.61,-112.23,Western Meadowlark,middle
VA,38.97,-77.32,Northern Cardinal,middle
MT,45.04,-107.0,Western Meadowlark,middle
WI,43.87,-91.22,American Robin,middle
DC,38.95,-77.08,Not Recorded,middle
DE,39.16,-75.69,Delaware Blue Hen,middle
TX,30.3,-97.82,Northern Mockingbird,middle
WV,37.83,-80.55,Northern Cardinal,middle
KY,37.25,-83.1,Northern Cardinal,middle
NJ,39.69,-74.54,Eastern Goldfinch,middle
AK,60.18,-157.23,Willow Ptarmigan,high
NE,41.64,-100.42,Western Meadowlark,middle
MA,42.48,-73.29,Black-capped Chickadee,middle
ND,48.83,-103.4,Western Meadowlark,middle
NV,38.82,-117.17,Mountain Bluebird,middle
CO,37.87,-102.22,Lark Bunting,middle
NV,40.59,-118.37,Mountain Bluebird,middle
MO,39.66,-93.31,Eastern Bluebird,middle
UT,37.53,-110.98,California Gull,middle
AR,35.41,-92.24,Northern Mockingbird,middle
KY,37.0,-85.91,Northern Cardinal,middle
NE,41.75,-97.28,Western Meadowlark,middle
AR,33.27,-91.41,Northern Mockingbird,middle
KS,38.78,-97.5,Western Meadowlark,middle
CA,36.66,-118.3,California Quail,middle
ME,45.55,-67.93,Chickadee,middle
MN,46.19,-95.1,Common Loon,middle
VA,39.36,-78.22,Northern Cardinal,middle
NY,44.78,-74.26,Eastern Bluebird,middle
HI,19.67,-155.17,Hawaiian Nene,low
IA,43.48,-92.05,Eastern Goldfinch,middle
IA,40.81,-91.67,Eastern Goldfinch,middle
KY,37.72,-83.11,Northern Cardinal,middle
WI,45.02,-87.8,American Robin,middle
OK,35.25,-96.13,Scissor-tailed Flycatcher,middle
WI,42.68,-89.61,American Robin,middle
MI,43.01,-84.01,American Robin,middle
HI,19.58,-155.67,Hawaiian Nene,low
MT,45.85,-104.08,Western Meadowlark,middle
NC,36.24,-77.19,Northern Cardinal,middle
ME,46.07,-68.18,Chickadee,middle
KS,38.88,-98.68,Western Meadowlark,middle
NM,32.78,-103.18,Greater Roadrunner,middle
TN,36.11,-88.93,Northern Mockingbird,middle
SC,33.07,-81.14,Carolina Wren,middle
KS,38.61,-98.3,Western Meadowlark,middle
MT,47.88,-110.43,Western Meadowlark,middle
SC,33.74,-81.29,Carolina Wren,middle
KS,38.68,-98.05,Western Meadowlark,middle
WY,42.07,-104.06,Western Meadowlark,middle
FL,30.01,-84.96,Northern Mockingbird,middle
KS,39.14,-100.11,Western Meadowlark,middle
NY,43.57,-74.05,Eastern Bluebird,middle
MT,46.89,-108.55,Western Meadowlark,middle
LA,32.03,-91.63,Brown Pelican,middle
LA,32.45,-91.34,Brown Pelican,middle
SC,33.58,-79.37,Carolina Wren,middle
HI,19.33,-155.26,Hawaiian Nene,low
CA,36.85,-118.82,California Quail,middle
ID,43.93,-115.24,Mountain Bluebird,middle
MN,46.04,-92.38,Common Loon,middle
AL,34.9,-87.04,Yellowhammer,middle
MA,42.09,-71.45,Black-capped Chickadee,middle
